#diforb 1.1 <Complete DifOrb Measurement>  Mon Jun  9 14:54:38 2014
# Beam line=  NUMI line  . Comment>POSITIVE BUMPS
# E:HT101K 	Delta=2 
# E:HT105K 	Delta=2 
# E:VT106K 	Delta=2 
# E:VT108K 	Delta=2 
# #Energy 	Delta=0.001 
#s[cm],  x[cm],   x+sigmax, x-dxmax, name, I/I0, status
0.000000 	0.261318 	0.264497 	0.256826 	ipE:HP602  	55.0549 	0
0.000000 	-1.324957 	-1.319515 	-1.336732 	ipE:HP604  	63.6376 	0
0.000000 	-0.455027 	-0.454554 	-0.455882 	ipE:HP606  	83.6715 	0
0.000000 	1.585318 	1.589107 	1.579257 	ipE:HP608  	32.0484 	0
0.000000 	-0.468528 	-0.463160 	-0.476606 	ipE:HP101  	49.7551 	0
0.000000 	-0.577173 	-0.571110 	-0.588079 	ipE:HP102  	51.5116 	0
0.000000 	0.052715 	0.055831 	0.047103 	ipE:HP104  	50.7134 	0
0.000000 	0.225534 	0.230000 	0.217770 	ipE:HP105  	49.6508 	0
0.000000 	-0.039669 	-0.037006 	-0.045536 	ipE:HP107  	50.4573 	0
0.000000 	-0.003348 	0.004181 	-0.019646 	ipE:HP109  	50.8974 	0
0.000000 	0.101258 	0.108144 	0.086158 	ipE:HP112  	48.9322 	0
0.000000 	0.033073 	0.038366 	0.022531 	ipE:HP114  	53.0025 	0
0.000000 	0.001473 	0.008725 	-0.008531 	ipE:HP115  	51.9562 	0
0.000000 	-0.076036 	-0.071690 	-0.084839 	ipE:HP117  	51.9704 	0
0.000000 	-0.063734 	-0.058894 	-0.070781 	ipE:HP119  	50.5362 	0
0.000000 	0.090644 	0.094294 	0.084913 	ipE:HP121  	46.5968 	0
0.000000 	0.087083 	0.091862 	0.078790 	ipE:HPTGT  	59.5401 	0
0.000000 	-0.887708 	-0.872675 	-0.915350 	ipE:HPBTN  	1177.73 	0
