#diforb 1.1 <Complete DifOrb Measurement>  Mon Jun  9 14:54:38 2014
# Beam line=  NUMI line  . Comment>POSITIVE BUMPS
# E:HT101K 	Delta=2 
# E:HT105K 	Delta=2 
# E:VT106K 	Delta=2 
# E:VT108K 	Delta=2 
# #Energy 	Delta=0.001 
#s[cm],  y[cm],   y+sigmay, y-dxmay, name, I/I0, status
0.000000 	-0.005243 	0.002886 	-0.021314 	ipE:VP605  	1.03368 	0
0.000000 	-0.002447 	0.001348 	-0.010064 	ipE:VP101  	1.0296 	0
0.000000 	-0.007144 	-0.003745 	-0.012578 	ipE:VP103  	1.0295 	0
0.000000 	-0.000754 	0.003551 	-0.007718 	ipE:VP106  	1.0313 	0
0.000000 	-0.004853 	-0.000261 	-0.012637 	ipE:VP108  	1.03221 	0
0.000000 	0.202104 	0.205181 	0.197139 	ipE:VP110  	1.03722 	0
0.000000 	0.220256 	0.229795 	0.205950 	ipE:VP111  	1.03531 	0
0.000000 	-0.188571 	-0.176916 	-0.207027 	ipE:VP113  	1.03126 	0
0.000000 	-0.048145 	-0.036646 	-0.080305 	ipE:VP116  	1.03456 	0
0.000000 	0.188079 	0.193136 	0.180278 	ipE:VP118  	1.03475 	0
0.000000 	0.231229 	0.234552 	0.225395 	ipE:VP121  	1.02584 	0
0.000000 	0.203129 	0.207289 	0.195992 	ipE:VPTGT  	1.0344 	0
0.000000 	0.213228 	0.219340 	0.200262 	ipE:VPBTN  	1.0069 	0
