#diforb 1.1 <Complete DifOrb Measurement>  Thu Jun  5 11:36:19 2014
# Beam line=  NUMI line  . Comment>SUCCESSFUL TEST
# E:HT101K[321] 	Delta=0 
# E:HT105K[321] 	Delta=0 
# E:VT106K[321] 	Delta=0 
# E:VT108K[321] 	Delta=0 
# #Energy 	Delta=0.001 
#s[cm],  x[cm],   x+sigmax, x-dxmax, name, I/I0, status
0.000000 	0.000020 	0.001524 	-0.002465 	ipE:HP602  	1.01359 	0
0.000000 	-0.007014 	-0.000344 	-0.017491 	ipE:HP604  	0.993777 	0
0.000000 	-0.000161 	0.001642 	-0.003059 	ipE:HP606  	1.01328 	0
0.000000 	0.002871 	0.007467 	-0.005662 	ipE:HP608  	1.01158 	0
0.000000 	-0.001989 	0.002614 	-0.012323 	ipE:HP101  	0.988326 	0
0.000000 	0.009860 	0.017204 	-0.001843 	ipE:HP102  	0.997321 	0
0.000000 	0.001021 	0.005011 	-0.008076 	ipE:HP104  	1.01083 	0
0.000000 	0.000883 	0.006639 	-0.011826 	ipE:HP105  	1.01162 	0
0.000000 	0.270698 	0.273277 	0.265214 	ipE:HP107  	1.00752 	0
0.000000 	-0.088117 	-0.079997 	-0.102190 	ipE:HP109  	1.00471 	0
0.000000 	-0.248434 	-0.243285 	-0.258824 	ipE:HP112  	1.00835 	0
0.000000 	0.400157 	0.404883 	0.390853 	ipE:HP114  	1.00848 	0
0.000000 	0.286564 	0.290815 	0.278287 	ipE:HP115  	1.00969 	0
0.000000 	0.261506 	0.266756 	0.253174 	ipE:HP117  	1.02246 	0
0.000000 	-0.031806 	-0.026576 	-0.042897 	ipE:HP119  	1.01854 	0
0.000000 	-0.220262 	-0.217897 	-0.225824 	ipE:HP121  	1.03635 	0
0.000000 	-0.266552 	-0.261722 	-0.275221 	ipE:HPTGT  	1.01485 	0
0.000000 	-0.247338 	-0.232090 	-0.274756 	ipE:HPBTN  	1.00713 	0
