#diforb 1.1 <Complete DifOrb Measurement>  Thu Jun  5 11:36:19 2014
# Beam line=  NUMI line  . Comment>SUCCESSFUL TEST
# E:HT101K[321] 	Delta=0 
# E:HT105K[321] 	Delta=0 
# E:VT106K[321] 	Delta=0 
# E:VT108K[321] 	Delta=0 
# #Energy 	Delta=0.001 
#s[cm],  y[cm],   y+sigmay, y-dxmay, name, I/I0, status
0.000000 	0.012116 	0.025465 	-0.012583 	ipE:VP605  	1.01473 	0
0.000000 	0.005611 	0.009179 	-0.001334 	ipE:VP101  	1.0013 	0
0.000000 	0.008900 	0.011057 	0.004631 	ipE:VP103  	1.0201 	0
0.000000 	0.009668 	0.012605 	0.005374 	ipE:VP106  	1.01972 	0
0.000000 	0.005661 	0.009907 	-0.000450 	ipE:VP108  	1.00512 	0
0.000000 	-0.001116 	0.002257 	-0.008139 	ipE:VP110  	1.00954 	0
0.000000 	0.010083 	0.017649 	-0.005682 	ipE:VP111  	0.998244 	0
0.000000 	-0.003475 	0.004981 	-0.022381 	ipE:VP113  	1.01953 	0
0.000000 	-0.006936 	0.005053 	-0.026677 	ipE:VP116  	1.02026 	0
0.000000 	-0.007182 	-0.003514 	-0.014684 	ipE:VP118  	1.01918 	0
0.000000 	-0.000682 	0.001696 	-0.006349 	ipE:VP121  	1.0369 	0
0.000000 	-0.003448 	-0.000548 	-0.010370 	ipE:VPTGT  	1.01388 	0
0.000000 	0.002272 	0.008896 	-0.011955 	ipE:VPBTN  	0.997107 	0
