OptiM Track Data
0.030406  	-0.000502219  	-0.00434138  	-3.2363e-05  	-0.000971835  	-0.000969212  	0 	1
-0.0280348  	-0.000111258  	0.0148376  	-5.3242e-06  	0.00127056  	0.000448534  	1 	1
-0.0004933  	0.000137508  	-0.00142671  	6.58985e-05  	0.000587787  	0.000719565  	2 	1
0.0160863  	-6.95196e-05  	-0.0438787  	0.000345484  	-0.000602381  	-0.00150448  	3 	1
-0.00670538  	0.000559725  	-0.031746  	0.000399927  	-0.00103464  	0.00091255  	4 	1
-0.0642934  	0.00040762  	0.0663392  	-0.00038827  	9.24182e-05  	-0.00102733  	5 	1
-0.0331794  	0.000246555  	-0.000910993  	-2.87317e-05  	0.00227642  	-0.000570669  	6 	1
0.0324408  	-0.000289179  	-0.0529944  	-0.000120622  	-0.000588418  	-0.000103161  	7 	1
0.00405763  	0.000166577  	-0.0187797  	-0.000296432  	0.00141641  	5.60507e-05  	8 	1
-0.0416423  	-0.000107617  	-0.0136172  	-1.59164e-05  	0.00153569  	0.000848747  	9 	1
0.0114375  	-0.000158242  	-0.0488229  	-0.000284473  	0.000134514  	-0.00119562  	10 	1
-0.0345721  	0.000526483  	-0.0395093  	-3.56149e-06  	0.00038606  	-0.00130049  	11 	1
-0.0379816  	-0.000433628  	0.0547701  	5.34308e-05  	-0.00130707  	0.000157394  	12 	1
-0.00137764  	-0.000217905  	0.0348684  	6.57062e-05  	0.00275986  	0.00024954  	13 	1
0.0196569  	0.000102208  	-0.0137804  	0.000188874  	-0.00053595  	-0.000692855  	14 	1
-0.00940319  	-0.000193685  	-0.0244069  	-9.75238e-06  	0.000890625  	0.0013411  	15 	1
-0.0382922  	-0.000597103  	0.0221661  	-1.6214e-05  	-1.76223e-05  	-0.000171023  	16 	1
-0.0128846  	-2.4212e-05  	-0.0168838  	0.000326419  	0.000257339  	-0.00172794  	17 	1
0.0128318  	0.000231143  	0.014259  	-0.000405648  	0.00109485  	0.00056196  	18 	1
0.0219658  	-7.11197e-05  	-0.00489147  	-0.000340712  	0.00010547  	-0.000842717  	19 	1
-0.00684303  	-3.51919e-05  	-0.00800052  	0.000129548  	-0.00238124  	-0.00114519  	20 	1
-0.126982  	7.55424e-05  	-0.0247202  	-0.000128491  	0.000983943  	6.71895e-05  	21 	1
0.02286  	-7.44816e-05  	0.0955734  	0.000139221  	0.00107027  	-0.000378352  	22 	1
-0.0542008  	0.000345939  	-0.0135202  	-0.000172556  	0.000374115  	0.000493783  	23 	1
0.0115282  	0.000352004  	0.00113738  	-8.39766e-05  	0.00054322  	0.000693321  	24 	1
0.00447752  	5.87883e-06  	0.037503  	-1.64476e-05  	-0.00138025  	-0.000203054  	25 	1
0.0549921  	0.000163957  	0.0383635  	0.000179257  	-0.000378909  	0.00128208  	26 	1
0.0162657  	-0.000570557  	-0.0213081  	0.000204223  	-1.49752e-05  	9.81266e-05  	27 	1
0.0423451  	-0.00066004  	0.0115949  	-0.00060019  	-8.28441e-05  	-0.00138633  	28 	1
-0.00561714  	5.42982e-05  	0.0390906  	-8.15125e-05  	0.0010582  	-0.00101049  	29 	1
0.00392004  	0.000319809  	0.0423248  	5.53414e-05  	-0.000397037  	0.000586027  	30 	1
-0.0222313  	0.000322234  	0.0104821  	0.000383761  	-1.98457e-06  	7.51537e-05  	31 	1
0.0119986  	-0.000129028  	0.0452371  	-0.000428187  	-0.000351631  	0.0007932  	32 	1
0.00626609  	0.000404116  	-0.0185296  	0.000262704  	0.000292121  	-0.000598032  	33 	1
-0.010725  	-0.000201261  	0.008047  	0.000226417  	0.00176617  	0.00077107  	34 	1
-0.00461391  	-0.000107514  	-0.00687288  	2.05201e-05  	0.000249181  	0.000683081  	35 	1
-0.00704165  	-0.000315814  	0.0352916  	0.000512589  	-0.000763442  	-0.000483361  	36 	1
0.0446782  	-0.000635605  	0.0186323  	8.3626e-05  	-0.000978496  	0.000229419  	37 	1
-0.0150204  	-0.000112351  	-0.014307  	0.000103597  	-0.000597508  	-0.000110106  	38 	1
0.0232914  	-8.20839e-05  	-0.0333526  	-0.000272889  	0.000229525  	-0.000849652  	39 	1
-0.0438272  	0.000466357  	-0.0412254  	0.000687954  	0.000182399  	0.00150022  	40 	1
-0.0236565  	-0.000337098  	0.0404557  	0.000196504  	-0.000671635  	-0.000953653  	41 	1
0.0185166  	-7.11068e-05  	-0.0146957  	7.74645e-05  	0.000850065  	0.00100979  	42 	1
0.0518245  	0.000309199  	-0.010304  	-0.000268852  	-0.000688116  	-0.000770487  	43 	1
-0.0233612  	0.000313799  	-0.0679623  	0.00041045  	0.000535283  	0.000846594  	44 	1
-0.0391994  	7.83675e-05  	0.0215421  	0.000573477  	-0.000480507  	0.000505298  	45 	1
0.0216361  	-3.92694e-05  	-0.00807782  	0.000127799  	0.00114763  	-0.000564592  	46 	1
-0.00974967  	8.3248e-06  	0.00704161  	6.94553e-05  	0.0012752  	0.00123905  	47 	1
0.0348522  	-0.000402372  	0.018876  	0.000391264  	0.00166551  	0.000418533  	48 	1
-0.00592036  	0.000148316  	-0.0462981  	0.000449815  	0.000327618  	0.000655218  	49 	1
0.0239008  	-1.91232e-05  	-0.000175943  	0.000406499  	-0.00170556  	-0.00164877  	50 	1
0.0331689  	-0.000369815  	-0.0180803  	-4.79326e-06  	7.80558e-05  	0.000188429  	51 	1
0.041213  	-0.000821571  	0.00672774  	-0.00013607  	0.000167492  	0.00110789  	52 	1
0.0606612  	3.08663e-05  	-0.0239006  	0.000288026  	-0.000657656  	0.000410674  	53 	1
-0.00489899  	0.000394577  	0.0210654  	0.000678558  	-0.00222316  	-0.000304378  	54 	1
0.0256762  	-7.80363e-05  	0.00336501  	0.000595595  	0.000515613  	-0.00092662  	55 	1
0.00228453  	0.000396069  	0.0301039  	-0.000424924  	-0.00104363  	0.000664767  	56 	1
0.0175381  	0.000237316  	-0.00317059  	0.000641808  	0.0012765  	0.00114046  	57 	1
0.0340066  	0.000469372  	0.00223605  	0.000326988  	-5.10543e-05  	-0.000880589  	58 	1
-0.000314071  	0.000252167  	0.0160026  	2.79728e-05  	0.000211334  	0.000666436  	59 	1
0.00255028  	0.000304207  	0.0152978  	-0.000468036  	-0.00180934  	-0.00042182  	60 	1
0.034754  	-0.000301648  	0.00757151  	-6.02704e-05  	-0.000440105  	0.000291106  	61 	1
-0.0218081  	-0.00024054  	-0.00459066  	-0.000181909  	0.000170846  	-0.00119388  	62 	1
-0.00193533  	-0.000138923  	0.0495163  	6.73133e-05  	0.000263417  	-0.0002191  	63 	1
0.00898527  	-0.000183928  	-0.0135211  	6.6394e-05  	0.00131961  	3.93854e-05  	64 	1
0.00247635  	0.000356094  	0.0553463  	-9.43703e-05  	-0.00111022  	0.000357026  	65 	1
-0.0271435  	-6.29371e-05  	0.00124726  	0.000483539  	-0.00053272  	0.000888142  	66 	1
-0.0150507  	-0.000113025  	0.0135514  	-0.000125278  	0.000422974  	0.00105505  	67 	1
0.00197148  	-0.000112855  	0.0155177  	-0.000197307  	-0.000916085  	-0.000827754  	68 	1
0.0382205  	0.000421647  	-0.0441643  	0.000667956  	-0.000214323  	-0.000524825  	69 	1
